# La4Ni3O10 Ni L3 edge RIXS
# Room temperature
# RIXS resolution ~ 0.4 eV
# Horizontal scattering geometry, theta = 15 degrees, 2theta = 95 degrees
# SEXTANTS beamline, SOLEIL synchrotron
# Energy loss 	 Intensity
-7.948807       1997.50
-7.881841       2055.70
-7.814900       1939.05
-7.747983       1666.65
-7.681091       1051.90
-7.614223       1567.10
-7.547380       1539.00
-7.480562       1942.65
-7.413768       1107.50
-7.346998        570.80
-7.280253       1760.35
-7.213533       2062.30
-7.146837       1886.95
-7.080166       1561.40
-7.013519       2162.60
-6.946897       1935.05
-6.880299       1754.10
-6.813726       1794.45
-6.747177       1853.90
-6.680653       2246.55
-6.614154       2479.45
-6.547679       2470.05
-6.481229       1761.75
-6.414803       2283.90
-6.348401       2755.65
-6.282025       1985.75
-6.215672       1900.90
-6.149345       1898.60
-6.083041       2841.05
-6.016763       2460.05
-5.950509       1984.35
-5.884279       2475.80
-5.818074       1864.20
-5.751894        983.10
-5.685738       2593.05
-5.619607       2401.00
-5.553500       1657.20
-5.487417       1343.40
-5.421360       1966.45
-5.355326       2174.55
-5.289318       1913.20
-5.223334       1254.45
-5.157374       2267.25
-5.091439       2441.50
-5.025529       1702.50
-4.959643       2285.60
-4.893781       1692.05
-4.827944       2066.00
-4.762132       1309.45
-4.696344       1409.95
-4.630581       1899.95
-4.564842       2608.35
-4.499128       1872.05
-4.433438       1471.55
-4.367773       1111.40
-4.302133       2557.20
-4.236517       2465.95
-4.170925       2013.20
-4.105358       1816.15
-4.039816       2421.15
-3.974298       1843.50
-3.908805       1614.30
-3.843336       1201.60
-3.777892        894.90
-3.712472       1858.70
-3.647077       2685.55
-3.581706       2241.05
-3.516360       1397.65
-3.451039       1156.75
-3.385742       1718.65
-3.320470       2132.10
-3.255222       2797.00
-3.189998       2018.25
-3.124799       2121.85
-3.059625       2530.85
-2.994476       1464.00
-2.929350        755.35
-2.864250       2129.55
-2.799174       2501.70
-2.734122       2161.50
-2.669095       1934.00
-2.604093       2985.85
-2.539115       2024.00
-2.474161       2400.55
-2.409232       2732.70
-2.344328       2690.30
-2.279448       2267.45
-2.214593       2795.55
-2.149762       2718.30
-2.084956       2124.50
-2.020175       2095.25
-1.955418       2836.25
-1.890685       2641.20
-1.825977       2729.85
-1.761294       2422.05
-1.696635       2185.05
-1.632000       1536.25
-1.567391       1907.35
-1.502805       2112.55
-1.438245       2505.60
-1.373708       2962.65
-1.309197       2819.80
-1.244710       3012.15
-1.180247       3434.85
-1.115809       3285.45
-1.051396       2943.85
-0.987007       2473.75
-0.922642       2340.45
-0.858302       2166.15
-0.793987       3220.25
-0.729696       3536.65
-0.665430       4247.25
-0.601188       3822.05
-0.536971       4047.55
-0.472779       4628.30
-0.408611       5791.75
-0.344467       6447.40
-0.280348       5905.20
-0.216254       6798.55
-0.152184       9369.55
-0.088138      11329.25
-0.024118      12181.70
 0.039879      14596.60
 0.103850      16720.70
 0.167798      17684.35
 0.231720      18330.05
 0.295618      20146.10
 0.359492      18776.85
 0.423341      20571.45
 0.487165      22413.70
 0.550965      26131.05
 0.614741      31800.15
 0.678492      38357.90
 0.742218      45358.40
 0.805920      53741.05
 0.869597      63389.55
 0.933250      73571.65
 0.996878      82206.85
 1.060482      88734.15
 1.124061      93210.65
 1.187615     100096.65
 1.251145     104108.25
 1.314651     106096.75
 1.378131     107914.05
 1.441588     106621.45
 1.505020     107525.20
 1.568427     112237.50
 1.631810     116413.45
 1.695168     122247.05
 1.758502     127427.25
 1.821811     129964.75
 1.885095     135431.60
 1.948355     138628.55
 2.011591     138884.95
 2.074802     139825.30
 2.137988     142202.30
 2.201150     138687.45
 2.264287     138249.40
 2.327400     137496.90
 2.390488     137250.60
 2.453552     138789.05
 2.516591     133179.00
 2.579606     129590.95
 2.642596     133500.70
 2.705562     137310.70
 2.768503     133975.10
 2.831419     133338.75
 2.894311     138210.45
 2.957178     137803.45
 3.020021     142498.50
 3.082839     146084.60
 3.145633     150136.30
 3.208402     149699.35
 3.271147     154737.70
 3.333867     163613.15
 3.396563     166719.15
 3.459234     171047.35
 3.521880     177735.70
 3.584502     181887.80
 3.647100     185073.20
 3.709673     187675.50
 3.772221     188137.85
 3.834745     187416.35
 3.897244     182233.75
 3.959719     180924.70
 4.022169     180864.25
 4.084595     179095.60
 4.146996     175321.80
 4.209372     171564.35
 4.271724     169780.50
 4.334052     167371.85
 4.396355     167941.50
 4.458633     160634.15
 4.520887     156109.90
 4.583116     149459.60
 4.645321     144587.85
 4.707501     144819.85
 4.769657     141754.45
 4.831788     140267.65
 4.893895     137736.35
 4.955977     133560.95
 5.018034     132318.90
 5.080067     130112.95
 5.142076     127996.75
 5.204059     127802.75
 5.266019     123297.50
 5.327954     121382.10
 5.389864     121928.15
 5.451750     116333.10
 5.513611     113844.30
 5.575447     115964.75
 5.637260     115067.40
 5.699047     112886.95
 5.760810     112451.00
 5.822549     109604.20
 5.884263     109647.05
 5.945952     105071.40
 6.007617     100514.45
 6.069257      99631.50
 6.130873      99581.60
 6.192464      96932.55
 6.254031      96542.30
 6.315573      96384.35
 6.377091      93102.05
 6.438584      87471.45
 6.500052      83419.20
 6.561496      82987.80
 6.622916      83185.15
 6.684310      82579.55
 6.745681      79859.70
 6.807027      75865.15
 6.868348      75076.15
 6.929645      73591.25
 6.990917      70924.90
 7.052164      73300.10
 7.113388      72761.25
 7.174586      71454.60
 7.235760      69097.65
 7.296910      67493.50
 7.358035      67654.95
 7.419135      64635.80
 7.480211      62218.90
 7.541262      59719.55
 7.602289      61259.30
 7.663291      61426.90
 7.724269      59465.15
 7.785222      55234.05
 7.846151      53404.00
 7.907055      52244.90
 7.967934      51559.15
 8.028789      51455.90
 8.089620      52137.85
 8.150426      50117.25
 8.211207      47504.60
 8.271964      46253.70
 8.332696      46612.70
 8.393404      44369.00
 8.454087      43919.05
 8.514746      43941.85
 8.575380      42395.00
 8.635989      40421.10
 8.696574      41125.00
 8.757135      40112.45
 8.817671      38563.00
 8.878182      37611.65
 8.938669      36273.10
 8.999131      33391.50
 9.059569      32240.50
 9.119983      32741.55
 9.180371      32661.70
 9.240735      33414.20
 9.301075      33600.30
 9.361390      30168.00
 9.421681      29885.45
 9.481947      31106.35
 9.542188      30855.35
 9.602405      29170.20
 9.662597      27636.85
 9.722765      27160.15
 9.782909      26171.35
 9.843027      26492.35
 9.903121      26333.80
 9.963191      24331.60
 10.023236     23545.00
 10.083257     23731.95
 10.143253     23344.95
 10.203224     22600.10
 10.263171     23178.95
 10.323094     22392.45
 10.382992     22401.15
 10.442865     23285.10
 10.502714     23214.30
 10.562538     22649.05
 10.622338     23038.30
 10.682113     22095.20
 10.741864     21962.20
 10.801590     21776.25
 10.861291     23247.85
 10.920968     23013.90
 10.980621     21294.10
 11.040249     20879.80
 11.099852     21374.90
 11.159431     20633.80
 11.218985     21283.40
 11.278515     21333.95
 11.338020     18869.00
 11.397501     17783.15
 11.456957     19050.20
 11.516389     18526.70
 11.575796     18159.60
 11.635178     17473.70
 11.694536     16696.60
 11.753870     17862.20
 11.813178     17008.30
 11.872463     17185.95
 11.931723     17783.85
 11.990958     17874.35
 12.050169     19218.05
 12.109355     18416.95
 12.168516     18076.00
 12.227653     18112.50
 12.286766     17263.60
 12.345854     16883.50
 12.404918     16401.20
 12.463956     16607.00
 12.522971     17691.80
 12.581961     16655.10
 12.640926     15797.00
 12.699867     16424.80
 12.758783     16957.70
 12.817675     17607.90
 12.876542     16089.50
 12.935384     13949.30
 12.994203     15173.60
 13.052996     17000.55
 13.111765     16256.45
 13.170509     15934.85
 13.229229     15395.70
 13.287925     15725.80
 13.346596     16036.90
 13.405242     16025.40
 13.463864     15945.55
 13.522461     16071.50
 13.581033     15418.75
 13.639581     16615.05
 13.698105     17223.60
 13.756604     16375.00
 13.815079     16173.95
 13.873528     16161.95
 13.931954     16166.20
 13.990355     16147.95
 14.048731     14637.75
 14.107083     13438.05
 14.165410     14988.00
 14.223713     15495.45
 14.281991     15657.45
 14.340245     16467.10
 14.398474     16680.90
 14.456678     17564.35
 14.514858     16928.25
 14.573014     15616.05
 14.631144     14851.80
 14.689251     14076.70
 14.747333     14656.15
 14.805390     15557.90
 14.863423     15017.60
 14.921431     17075.55
 14.979415     17467.30
 15.037374     17427.30
 15.095308     18053.10
 15.153218     17761.15
 15.211104     17978.00
 15.268965     17938.35
 15.326801     16431.15
 15.384613     16235.55
 15.442400     16809.35
 15.500163     17624.15
 15.557901     17179.85
 15.615615     17148.20
 15.673304     17426.00
 15.730969     17378.55
 15.788609     17371.95
 15.846224     18118.45
 15.903815     18649.95
 15.961382     19350.50
 16.018924     20376.35
 16.076441     20982.80
 16.133934     20745.10
 16.191402     20850.35
 16.248846     20544.95
 16.306265     22415.70
 16.363660     22471.90
 16.421030     21272.15
 16.478376     21214.30
 16.535697     23121.35
 16.592993     22556.35
 16.650265     22855.25
 16.707513     24097.45
 16.764735     23328.25
 16.821934     23444.85
 16.879108     24906.30
 16.936257     26937.65
 16.993382     26847.35
 17.050482     26199.65
 17.107557     27914.50
 17.164608     29085.80
 17.221635     30223.05
 17.278637     29940.60
 17.335614     30339.10
 17.392567     30139.65
 17.449496     30452.30
 17.506400     33331.30
 17.563279     36724.85
 17.620134     37710.70
 17.676964     38002.40
 17.733770     38038.15
 17.790551     40497.85
 17.847307     43137.85
 17.904039     44457.65
 17.960747     45939.00
 18.017430     47717.30
 18.074088     47900.45
 18.130722     46135.05
 18.187331     46555.95
 18.243916     50762.85
 18.300477     53836.70
 18.357012     56164.25
 18.413523     58353.65
 18.470010     60344.75
 18.526472     60778.20
 18.582910     64326.65
 18.639323     66290.75
 18.695711     67265.85
 18.752075     69611.70
 18.808415     72412.95
 18.864729     74812.75
 18.921020     79857.45
 18.977285     84166.80
 19.033527     86937.90
 19.089743     89234.55
 19.145936     91164.60
 19.202103     97013.75
 19.258246    100262.30
 19.314365    103200.80
 19.370459    109738.40
 19.426528    114831.85
 19.482573    121105.30
 19.538593    126642.10
 19.594589    134584.40
 19.650560    144359.90
 19.706507    146630.65
 19.762429    155050.55
 19.818327    168063.05
 19.874200    174974.85
 19.930049    181196.75
 19.985873    195128.40
 20.041672    207982.90
 20.097447    214885.90
 20.153198    225743.05
 20.208923    235676.55
 20.264625    248013.65
 20.320301    263128.00
 20.375954    272568.80
 20.431581    285240.50
 20.487185    298065.00
 20.542763    314530.30
 20.598317    326514.65
 20.653847    338994.60
 20.709352    348122.05
 20.764832    346309.10
 20.820288    346859.80
 20.875719    355308.80
 20.931126    357794.10
 20.986509    355712.95
 21.041866    347964.30
 21.097199    331338.20
 21.152508    309116.35
 21.207792    299291.10
 21.263052    282113.65
 21.318287    257666.85
 21.373497    243309.25
 21.428683    227718.15
 21.483845    204676.15
 21.538982    189365.15
 21.594094    172899.10
 21.649182    160801.45
 21.704245    151441.25
 21.759284    140431.40
 21.814298    130115.85
 21.869287    119427.70
 21.924252    109006.40
 21.979193    102954.80
 22.034109     99409.30
 22.089000     96605.90
 22.143867     90044.30
 22.198710     84567.15
 22.253528     79876.40
 22.308321     76876.50
 22.363090     72006.95
 22.417834     69838.50
 22.472553     68948.95
 22.527249     66565.55
 22.581919     66213.10
 22.636565     65221.50
 22.691187     67913.70
 22.745784     67395.40
 22.800356     68444.00
 22.854904     71336.60
 22.909427     71003.00
 22.963926     75316.95
 23.018400     77535.20
 23.072850     79169.55
 23.127275     81330.40
 23.181676     85334.50
 23.236052     90494.80
 23.290403     93077.85
 23.344730     93331.95
 23.399033     94603.05
 23.453311     97692.55
 23.507564    100720.00
 23.561793    103106.35
 23.615997    105930.95
 23.670177    109176.05
 23.724332    110179.95
 23.778463    111442.50
 23.832569    109892.45
 23.886651    110806.55
 23.940708    111876.70
 23.994740    116268.20
 24.048748    117410.50
 24.102732    117698.90
 24.156691    118352.50
 24.210625    120269.35
 24.264535    118334.60
 24.318420    116592.95
 24.372281    117062.55
 24.426117    116214.65
 24.479929    115989.25
 24.533716    113208.35
 24.587478    112887.10
 24.641216    117561.20
 24.694930    118427.00
 24.748619    117625.20
 24.802283    114154.20
 24.855923    113814.70
 24.909538    113050.20
 24.963129    111572.95
 25.016695    106287.30
 25.070237    103719.70
 25.123754    103535.75
 25.177247    104667.55
 25.230715    101826.40
 25.284158    100512.80
 25.337577     97261.75
 25.390972     95266.00
 25.444341     94608.40
 25.497687     94844.10
 25.551008     92183.00
 25.604304     88912.25
 25.657576     85079.05
 25.710823     83643.50
 25.764045     81946.40
 25.817244     80910.15
 25.870417     81937.25
 25.923566     81507.35
 25.976691     80621.25
 26.029791     78260.45
 26.082866     75130.75
 26.135917     72538.60
 26.188943     68565.05
 26.241945     67912.00
 26.294922     69179.95
 26.347875     67865.30
 26.400803     65154.05
 26.453707     65611.45
 26.506586     64582.70
 26.559440     62980.55
 26.612270     62861.20
 26.665076     60759.75
 26.717856     58216.45
 26.770613     58503.10
 26.823345     56062.55
 26.876052     53885.80
 26.928735     54583.50
 26.981393     54201.35
 27.034026     53291.75
 27.086636     51497.60
 27.139220     51547.95
 27.191780     49616.05
 27.244316     48320.55
 27.296827     47211.15
 27.349313     48798.75
 27.401775     48410.25
 27.454212     47996.00
 27.506625     45444.65
 27.559013     43816.35
 27.611377     42353.00
 27.663716     39596.75
 27.716031     40298.80
 27.768321     42523.80
 27.820586     42861.35
 27.872827     40180.20
 27.925044     38977.90
 27.977236     40113.75
 28.029403     41931.65
 28.081546     39145.60
 28.133664     36912.15
 28.185758     34689.40
 28.237827     34553.80
 28.289872     34709.75
 28.341892     33879.45
 28.393887     35365.20
 28.445858     36078.80
 28.497805     33507.40
 28.549727     33129.05
 28.601624     33701.30
 28.653497     32389.35
 28.705346     31620.80
 28.757169     31272.05
 28.808969     32276.15
 28.860743     30676.65
 28.912493     30015.75
 28.964219     31474.60
 29.015920     31964.60
 29.067597     30980.40
 29.119249     28157.45
 29.170876     27403.25
 29.222479     26687.70
 29.274057     26643.15
 29.325611     26594.25
 29.377141     26401.70
 29.428645     25373.85
 29.480126     25756.80
 29.531581     25101.50
 29.583012     26215.00
 29.634419     25007.90
 29.685801     23378.35
 29.737159     23622.05
 29.788491     24348.35
 29.839800     23455.25
 29.891084     23125.95
 29.942343     21866.10
 29.993578     22095.20
 30.044788     22571.45
 30.095974     23118.70
 30.147135     22706.15
 30.198272     21324.35
 30.249384     20685.75
 30.300471     20298.70
 30.351534     19012.75
 30.402573     18967.10
 30.453587     19182.90
 30.504576     19142.55
 30.555541     18326.30
 30.606481     17286.00
 30.657397     18216.65
 30.708288     18889.90
 30.759155     17845.90
 30.809997     17198.05
 30.860815     17730.75
 30.911608     18501.65
 30.962376     17294.00
 31.013120     17124.05
 31.063840     15639.00
 31.114535     15511.00
 31.165205     15044.25
 31.215851     15734.20
 31.266472     17036.80
 31.317069     15889.80
 31.367641     14827.90
 31.418189     16714.50
 31.468712     16897.65
 31.519210     16349.35
 31.569684     14846.55
 31.620134     13965.20
 31.670559     13692.05
 31.720959     14263.40
 31.771335     15279.95
 31.821686     16146.15
 31.872013     14450.95
 31.922315     14314.50
 31.972593     14318.45
 32.022846     14740.05
 32.073075     14578.25
 32.123279     13579.80
 32.173458     14000.25
 32.223613     13337.00
 32.273744     13381.35
 32.323850     11976.80
 32.373931     12394.50
 32.423988     13626.00
 32.474020     13546.70
 32.524028     13918.55
 32.574011     13605.35
 32.623970     12297.20
 32.673904     12870.55
 32.723813     13394.30
 32.773698     12807.90
 32.823559     12055.30
 32.873395     12704.50
 32.923206     12317.30
 32.972993     11892.30
 33.022755     13197.65
 33.072493     14301.60
 33.122206     13429.00
 33.171895     12624.70
 33.221559     12652.70
 33.271199     11641.25
 33.320814     11846.20
 33.370404     13088.35
 33.419970     13123.60
 33.469512     12287.15
 33.519029     12369.85
 33.568521     13468.85
 33.617989     14175.80
 33.667432     13647.50
 33.716851     12180.70
 33.766245     12088.75
 33.815615     12905.85
 33.864960     13407.85
 33.914280     12578.00
 33.963577     11793.35
 34.012848     12275.65
 34.062095     13830.75
 34.111317     12408.60
 34.160515     11353.70
 34.209689     11673.80
 34.258837     13186.95
 34.307962     12978.90
 34.357061     12266.45
 34.406136     12299.15
 34.455187     11320.45
 34.504213     11361.85
 34.553215     11585.00
 34.602192     11857.90
 34.651144     11468.60
 34.700072     11303.95
 34.748975      9981.30
 34.797854      9427.20
 34.846709      9551.60
 34.895538      8695.15
 34.944344      9926.40
 34.993124     10842.20
