# La4Ni3O8 Ni L3 edge RIXS
# T = 25 K
# RIXS resolution ~ 0.4 eV
# Horizontal scattering geometry, theta = 15 degrees, 2theta = 95 degrees
# SEXTANTS beamline, SOLEIL synchrotron
# Energy loss 	 Intensity
-1.00000e+01 -1.68137e+02
-9.93802e+00 3.00066e+02
-9.87603e+00 2.46014e+02
-9.81405e+00 4.83482e+02
-9.75207e+00 1.54437e+02
-9.69008e+00 -3.64132e+01
-9.62810e+00 -2.97273e+02
-9.56612e+00 -1.37051e+02
-9.50413e+00 5.80352e+02
-9.44215e+00 2.33385e+02
-9.38017e+00 2.02809e+02
-9.31818e+00 -3.29526e+02
-9.25620e+00 3.02472e+02
-9.19421e+00 1.98622e+02
-9.13223e+00 -2.66737e+02
-9.07025e+00 -1.43111e+02
-9.00826e+00 1.91089e+02
-8.94628e+00 9.83374e+01
-8.88430e+00 9.08421e+01
-8.82231e+00 1.43779e+02
-8.76033e+00 -5.79659e+02
-8.69835e+00 1.26319e+02
-8.63636e+00 2.37465e+02
-8.57438e+00 -1.17273e+02
-8.51240e+00 -1.43907e+02
-8.45041e+00 -2.83835e+02
-8.38843e+00 -2.98234e+02
-8.32645e+00 1.63971e+02
-8.26446e+00 1.74907e+02
-8.20248e+00 -1.26806e+02
-8.14050e+00 -2.98452e+01
-8.07851e+00 -6.69157e+01
-8.01653e+00 -1.26701e+02
-7.95455e+00 -1.95124e+02
-7.89256e+00 -8.92803e+00
-7.83058e+00 4.56402e+02
-7.76860e+00 2.02908e+02
-7.70661e+00 -4.12165e+02
-7.64463e+00 4.20768e+02
-7.58264e+00 7.68929e+01
-7.52066e+00 -7.06806e+02
-7.45868e+00 -8.25796e+02
-7.39669e+00 -5.79316e+02
-7.33471e+00 -8.52833e+01
-7.27273e+00 -5.36985e+02
-7.21074e+00 -3.49940e+02
-7.14876e+00 -1.40531e+02
-7.08678e+00 -3.86717e+02
-7.02479e+00 -1.27594e+02
-6.96281e+00 1.99419e+02
-6.90083e+00 -1.66063e+01
-6.83884e+00 7.20280e+01
-6.77686e+00 7.18012e+02
-6.71488e+00 -2.62657e+02
-6.65289e+00 -3.46348e+02
-6.59091e+00 1.48552e+01
-6.52893e+00 -4.23316e+02
-6.46694e+00 3.95545e+02
-6.40496e+00 5.48364e+01
-6.34298e+00 4.73051e+01
-6.28099e+00 -8.01357e+00
-6.21901e+00 6.01351e+02
-6.15702e+00 5.22079e+02
-6.09504e+00 1.59100e+02
-6.03306e+00 2.53990e+02
-5.97107e+00 -3.31679e+02
-5.90909e+00 -4.92755e+02
-5.84711e+00 1.79290e+02
-5.78512e+00 5.67049e+02
-5.72314e+00 -3.19084e+01
-5.66116e+00 1.82504e+02
-5.59917e+00 1.02406e+02
-5.53719e+00 2.80380e+02
-5.47521e+00 2.82716e+02
-5.41322e+00 1.33299e+02
-5.35124e+00 -2.20397e+01
-5.28926e+00 -9.45015e+01
-5.22727e+00 -2.52617e+02
-5.16529e+00 -3.41771e+02
-5.10331e+00 -3.67662e+02
-5.04132e+00 6.46998e+02
-4.97934e+00 3.95662e+02
-4.91736e+00 -5.72158e+00
-4.85537e+00 1.18437e+02
-4.79339e+00 2.10086e+02
-4.73140e+00 7.75081e+01
-4.66942e+00 5.44006e+02
-4.60744e+00 2.12396e+02
-4.54545e+00 -1.20815e+01
-4.48347e+00 3.31795e+02
-4.42149e+00 2.37368e+02
-4.35950e+00 -1.22057e+02
-4.29752e+00 3.66425e+02
-4.23554e+00 3.55575e+02
-4.17355e+00 7.18725e+02
-4.11157e+00 7.61141e+02
-4.04959e+00 7.46184e+02
-3.98760e+00 8.91560e+02
-3.92562e+00 5.65029e+02
-3.86364e+00 4.45912e+02
-3.80165e+00 3.83417e+02
-3.73967e+00 1.31875e+03
-3.67769e+00 1.03799e+03
-3.61570e+00 3.59654e+02
-3.55372e+00 2.77927e+02
-3.49174e+00 2.44504e+02
-3.42975e+00 4.32942e+02
-3.36777e+00 3.97963e+02
-3.30579e+00 -1.86437e+02
-3.24380e+00 2.14382e+02
-3.18182e+00 5.62779e+02
-3.11983e+00 6.25914e+01
-3.05785e+00 -1.09683e+02
-2.99587e+00 2.84525e+02
-2.93388e+00 8.86164e+02
-2.87190e+00 9.30359e+02
-2.80992e+00 1.96562e+02
-2.74793e+00 -2.95929e+02
-2.68595e+00 -2.20940e+02
-2.62397e+00 2.67079e+02
-2.56198e+00 4.18070e+02
-2.50000e+00 1.02681e+03
-2.43802e+00 8.20549e+02
-2.37603e+00 2.23545e+02
-2.31405e+00 4.31382e+02
-2.25207e+00 4.37371e+01
-2.19008e+00 -1.52933e+01
-2.12810e+00 2.59661e+02
-2.06612e+00 5.66619e+02
-2.00413e+00 7.66433e+02
-1.94215e+00 8.48446e+02
-1.88017e+00 7.32910e+02
-1.81818e+00 4.32210e+02
-1.75620e+00 3.65502e+02
-1.69421e+00 6.63049e+02
-1.63223e+00 1.01349e+03
-1.57025e+00 6.90764e+02
-1.50826e+00 8.16143e+02
-1.44628e+00 6.60399e+02
-1.38430e+00 6.14449e+02
-1.32231e+00 6.61486e+02
-1.26033e+00 9.07594e+02
-1.19835e+00 1.00650e+03
-1.13636e+00 6.29843e+02
-1.07438e+00 8.42660e+02
-1.01240e+00 7.54339e+02
-9.50413e-01 5.70853e+02
-8.88430e-01 1.22983e+03
-8.26446e-01 8.27010e+02
-7.64463e-01 8.96087e+02
-7.02479e-01 1.52901e+03
-6.40496e-01 2.23604e+03
-5.78512e-01 2.68682e+03
-5.16529e-01 2.87271e+03
-4.54545e-01 3.88813e+03
-3.92562e-01 7.30992e+03
-3.30579e-01 1.59387e+04
-2.68595e-01 3.02401e+04
-2.06612e-01 5.09972e+04
-1.44628e-01 7.95285e+04
-8.26446e-02 1.13847e+05
-2.06612e-02 1.41333e+05
4.13223e-02 1.35564e+05
1.03306e-01 1.04742e+05
1.65289e-01 6.66366e+04
2.27273e-01 4.04045e+04
2.89256e-01 2.40491e+04
3.51240e-01 1.43128e+04
4.13223e-01 1.11669e+04
4.75207e-01 9.84846e+03
5.37190e-01 9.15725e+03
5.99174e-01 8.40089e+03
6.61157e-01 8.15941e+03
7.23140e-01 7.73812e+03
7.85124e-01 7.99021e+03
8.47107e-01 8.73666e+03
9.09091e-01 8.77559e+03
9.71074e-01 9.13470e+03
1.03306e+00 8.18913e+03
1.09504e+00 7.11172e+03
1.15702e+00 5.70463e+03
1.21901e+00 4.76576e+03
1.28099e+00 5.71393e+03
1.34298e+00 5.02729e+03
1.40496e+00 4.21450e+03
1.46694e+00 4.34903e+03
1.52893e+00 2.40046e+03
1.59091e+00 3.14515e+03
1.65289e+00 3.81319e+03
1.71488e+00 3.64948e+03
1.77686e+00 3.24230e+03
1.83884e+00 2.99249e+03
1.90083e+00 2.66779e+03
1.96281e+00 2.26398e+03
2.02479e+00 2.89715e+03
2.08678e+00 2.74088e+03
2.14876e+00 2.71268e+03
2.21074e+00 2.27059e+03
2.27273e+00 2.00771e+03
2.33471e+00 1.91162e+03
2.39669e+00 1.67087e+03
2.45868e+00 2.01450e+03
2.52066e+00 1.58752e+03
2.58264e+00 1.21900e+03
2.64463e+00 1.53328e+03
2.70661e+00 1.25905e+03
2.76860e+00 1.04728e+03
2.83058e+00 1.20561e+03
