# Elastic line measurement
# Soleil March/2017
# Energy = 849.87 eV
# pixel 	 data 	 fit
2.607500e+02 5.329972e+01 4.834266e+02
2.612500e+02 5.910668e+01 4.834266e+02
2.617500e+02 7.891365e+01 4.834266e+02
2.622500e+02 -1.332794e+02 4.834266e+02
2.627500e+02 2.552757e+01 4.834266e+02
2.632500e+02 -2.166547e+01 4.834266e+02
2.637500e+02 6.114150e+01 4.834266e+02
2.642500e+02 -9.051541e+00 4.834266e+02
2.647500e+02 1.175542e+01 4.834266e+02
2.652500e+02 -1.404376e+02 4.834266e+02
2.657500e+02 -8.763065e+01 4.834266e+02
2.662500e+02 8.517631e+01 4.834266e+02
2.667500e+02 5.398327e+01 4.834266e+02
2.672500e+02 5.679023e+01 4.834266e+02
2.677500e+02 1.255972e+02 4.834266e+02
2.682500e+02 -7.259584e+01 4.834266e+02
2.687500e+02 9.021112e+01 4.834266e+02
2.692500e+02 -6.398192e+01 4.834266e+02
2.697500e+02 -6.217495e+01 4.834266e+02
2.702500e+02 1.196320e+02 4.834266e+02
2.707500e+02 9.643897e+01 4.834266e+02
2.712500e+02 -2.127541e+02 4.834266e+02
2.717500e+02 5.052896e+00 4.834266e+02
2.722500e+02 -1.814014e+01 4.834266e+02
2.727500e+02 1.536668e+02 4.834266e+02
2.732500e+02 -2.652622e+01 4.834266e+02
2.737500e+02 -4.871925e+01 4.834266e+02
2.742500e+02 4.008771e+01 4.834266e+02
2.747500e+02 1.418947e+02 4.834266e+02
2.752500e+02 2.087016e+02 4.834266e+02
2.757500e+02 -1.714914e+02 4.834266e+02
2.762500e+02 2.033156e+02 4.834266e+02
2.767500e+02 -1.087748e+01 4.834266e+02
2.772500e+02 -2.807052e+01 4.834266e+02
2.777500e+02 2.173644e+01 4.834266e+02
2.782500e+02 2.754341e+01 4.834266e+02
2.787500e+02 1.073504e+02 4.834266e+02
2.792500e+02 5.915733e+01 4.834266e+02
2.797500e+02 -5.403571e+01 4.834266e+02
2.802500e+02 9.677126e+01 4.834266e+02
2.807500e+02 3.357822e+01 4.834266e+02
2.812500e+02 -2.026148e+02 4.834266e+02
2.817500e+02 2.571921e+02 4.834266e+02
2.822500e+02 -2.600089e+01 4.834266e+02
2.827500e+02 -5.193931e+00 4.834266e+02
2.832500e+02 2.261303e+01 4.834266e+02
2.837500e+02 -3.858001e+01 4.834266e+02
2.842500e+02 -1.657730e+02 4.834266e+02
2.847500e+02 8.403392e+01 4.834266e+02
2.852500e+02 2.884088e+01 4.834266e+02
2.857500e+02 7.764784e+01 4.834266e+02
2.862500e+02 1.644548e+02 4.834266e+02
2.867500e+02 3.926177e+01 4.834266e+02
2.872500e+02 1.010687e+02 4.834266e+02
2.877500e+02 6.087569e+01 4.834266e+02
2.882500e+02 -7.631734e+01 4.834266e+02
2.887500e+02 -4.510382e+00 4.834266e+02
2.892500e+02 -5.370342e+01 4.834266e+02
2.897500e+02 -1.689646e+01 4.834266e+02
2.902500e+02 1.059105e+02 4.834266e+02
2.907500e+02 -1.382825e+02 4.834266e+02
2.912500e+02 7.052443e+01 4.834266e+02
2.917500e+02 1.763314e+02 4.834266e+02
2.922500e+02 2.191384e+02 4.834266e+02
2.927500e+02 -7.054682e+00 4.834266e+02
2.932500e+02 7.522801e-01 4.834266e+02
2.937500e+02 9.855924e+01 4.834266e+02
2.942500e+02 7.836620e+01 4.834266e+02
2.947500e+02 2.511732e+02 4.834266e+02
2.952500e+02 7.398013e+01 4.834266e+02
2.957500e+02 -1.292129e+02 4.834266e+02
2.962500e+02 -9.140595e+01 4.834266e+02
2.967500e+02 1.524010e+02 4.834266e+02
2.972500e+02 -9.879202e+01 4.834266e+02
2.977500e+02 1.800149e+02 4.834266e+02
2.982500e+02 -1.780957e-01 4.834266e+02
2.987500e+02 2.006289e+02 4.834266e+02
2.992500e+02 1.264358e+02 4.834266e+02
2.997500e+02 1.924279e+01 4.834266e+02
3.002500e+02 -3.795025e+01 4.834266e+02
3.007500e+02 -9.114328e+01 4.834266e+02
3.012500e+02 2.966368e+01 4.834266e+02
3.017500e+02 -2.852936e+01 4.834266e+02
3.022500e+02 5.627760e+01 4.834266e+02
3.027500e+02 2.708457e+01 4.834266e+02
3.032500e+02 -1.810847e+01 4.834266e+02
3.037500e+02 -2.930151e+01 4.834266e+02
3.042500e+02 1.645055e+02 4.834266e+02
3.047500e+02 1.303124e+02 4.834266e+02
3.052500e+02 -9.588062e+01 4.834266e+02
3.057500e+02 6.492634e+01 4.834266e+02
3.062500e+02 1.387333e+02 4.834266e+02
3.067500e+02 2.625403e+02 4.834266e+02
3.072500e+02 7.347228e+00 4.834266e+02
3.077500e+02 -4.845810e+00 4.834266e+02
3.082500e+02 -2.703885e+01 4.834266e+02
3.087500e+02 7.176812e+01 4.834266e+02
3.092500e+02 8.457508e+01 4.834266e+02
3.097500e+02 -1.476180e+02 4.834266e+02
3.102500e+02 6.718900e+01 4.834266e+02
3.107500e+02 1.719960e+02 4.834266e+02
3.112500e+02 -7.519707e+01 4.834266e+02
3.117500e+02 7.560989e+01 4.834266e+02
3.122500e+02 -6.583148e+00 4.834266e+02
3.127500e+02 -7.077619e+01 4.834266e+02
3.132500e+02 1.203078e+01 4.834266e+02
3.137500e+02 4.783774e+01 4.834266e+02
3.142500e+02 2.156447e+02 4.834266e+02
3.147500e+02 -1.654834e+01 4.834266e+02
3.152500e+02 -9.974137e+01 4.834266e+02
3.157500e+02 1.020656e+02 4.834266e+02
3.162500e+02 5.287255e+01 4.834266e+02
3.167500e+02 -2.032049e+01 4.834266e+02
3.172500e+02 -7.951352e+01 4.834266e+02
3.177500e+02 7.929344e+01 4.834266e+02
3.182500e+02 6.100401e+00 4.834266e+02
3.187500e+02 1.399074e+02 4.834266e+02
3.192500e+02 4.571433e+01 4.834266e+02
3.197500e+02 1.795213e+02 4.834266e+02
3.202500e+02 3.432825e+01 4.834266e+02
3.207500e+02 1.091352e+02 4.834266e+02
3.212500e+02 5.942176e+00 4.834266e+02
3.217500e+02 2.477491e+02 4.834266e+02
3.222500e+02 1.955610e+01 4.834266e+02
3.227500e+02 7.836306e+01 4.834266e+02
3.232500e+02 1.091700e+02 4.834266e+02
3.237500e+02 1.799770e+02 4.834266e+02
3.242500e+02 1.783950e+00 4.834266e+02
3.247500e+02 -9.409087e+00 4.834266e+02
3.252500e+02 8.539788e+01 4.834266e+02
3.257500e+02 1.912048e+02 4.834266e+02
3.262500e+02 8.001180e+01 4.834266e+02
3.267500e+02 1.248188e+02 4.834266e+02
3.272500e+02 1.936257e+02 4.834266e+02
3.277500e+02 1.204327e+02 4.834266e+02
3.282500e+02 9.239650e+00 4.834266e+02
3.287500e+02 -1.279534e+02 4.834266e+02
3.292500e+02 1.338536e+02 4.834266e+02
3.297500e+02 -9.833946e+01 4.834266e+02
3.302500e+02 1.884675e+02 4.834266e+02
3.307500e+02 -3.572554e+01 4.834266e+02
3.312500e+02 -7.091858e+01 4.834266e+02
3.317500e+02 9.788839e+01 4.834266e+02
3.322500e+02 1.166953e+02 4.834266e+02
3.327500e+02 1.665023e+02 4.834266e+02
3.332500e+02 2.133093e+02 4.834266e+02
3.337500e+02 7.811624e+01 4.834266e+02
3.342500e+02 1.492320e+01 4.834266e+02
3.347500e+02 1.327302e+02 4.834266e+02
3.352500e+02 9.453712e+01 4.834266e+02
3.357500e+02 -6.765591e+01 4.834266e+02
3.362500e+02 8.151049e+00 4.834266e+02
3.367500e+02 2.095801e+01 4.834266e+02
3.372500e+02 7.976497e+01 4.834266e+02
3.377500e+02 9.571936e+00 4.834266e+02
3.382500e+02 -1.966211e+02 4.834266e+02
3.387500e+02 -3.081414e+01 4.834266e+02
3.392500e+02 -4.000718e+01 4.834266e+02
3.397500e+02 1.137998e+02 4.834266e+02
3.402500e+02 -7.139325e+01 4.834266e+02
3.407500e+02 7.441371e+01 4.834266e+02
3.412500e+02 -6.377933e+01 4.834266e+02
3.417500e+02 1.280276e+02 4.834266e+02
3.422500e+02 5.083460e+01 4.834266e+02
3.427500e+02 9.641560e+00 4.834266e+02
3.432500e+02 2.044485e+02 4.834266e+02
3.437500e+02 7.725548e+01 4.834266e+02
3.442500e+02 1.460624e+02 4.834266e+02
3.447500e+02 9.086941e+01 4.834266e+02
3.452500e+02 1.266764e+02 4.834266e+02
3.457500e+02 7.948333e+01 4.834266e+02
3.462500e+02 2.629030e+01 4.834266e+02
3.467500e+02 8.409726e+01 4.834266e+02
3.472500e+02 -5.309578e+01 4.834266e+02
3.477500e+02 -1.028882e+01 4.834266e+02
3.482500e+02 4.151815e+01 4.834266e+02
3.487500e+02 1.603251e+02 4.834266e+02
3.492500e+02 2.313207e+01 4.834266e+02
3.497500e+02 6.093903e+01 4.834266e+02
3.502500e+02 -3.225400e+01 4.834266e+02
3.507500e+02 1.535530e+02 4.834266e+02
3.512500e+02 8.835992e+01 4.834266e+02
3.517500e+02 -1.483312e+01 4.834266e+02
3.522500e+02 -1.000262e+02 4.834266e+02
3.527500e+02 8.978081e+01 4.834266e+02
3.532500e+02 -1.034122e+02 4.834266e+02
3.537500e+02 1.039473e+01 4.834266e+02
3.542500e+02 1.142017e+02 4.834266e+02
3.547500e+02 -2.999134e+01 4.834266e+02
3.552500e+02 9.481562e+01 4.834266e+02
3.557500e+02 -6.037742e+01 4.834266e+02
3.562500e+02 -2.557045e+01 4.834266e+02
3.567500e+02 -1.167635e+02 4.834266e+02
3.572500e+02 2.104347e+01 4.834266e+02
3.577500e+02 -9.814957e+01 4.834266e+02
3.582500e+02 1.856574e+02 4.834266e+02
3.587500e+02 8.746436e+01 4.834266e+02
3.592500e+02 6.227132e+01 4.834266e+02
3.597500e+02 6.707828e+01 4.834266e+02
3.602500e+02 -3.511476e+01 4.834266e+02
3.607500e+02 -4.430779e+01 4.834266e+02
3.612500e+02 2.649917e+01 4.834266e+02
3.617500e+02 3.830613e+01 4.834266e+02
3.622500e+02 2.411309e+01 4.834266e+02
3.627500e+02 -3.407994e+01 4.834266e+02
3.632500e+02 -9.927298e+01 4.834266e+02
3.637500e+02 1.025340e+02 4.834266e+02
3.642500e+02 1.293409e+02 4.834266e+02
3.647500e+02 7.514791e+01 4.834266e+02
3.652500e+02 9.595487e+01 4.834266e+02
3.657500e+02 -5.623817e+01 4.834266e+02
3.662500e+02 1.195688e+02 4.834266e+02
3.667500e+02 7.375756e+00 4.834266e+02
3.672500e+02 1.471827e+02 4.834266e+02
3.677500e+02 6.598968e+01 4.834266e+02
3.682500e+02 -1.120336e+01 4.834266e+02
3.687500e+02 2.760361e+01 4.834266e+02
3.692500e+02 1.341057e+01 4.834266e+02
3.697500e+02 1.132175e+02 4.834266e+02
3.702500e+02 6.802449e+01 4.834266e+02
3.707500e+02 -6.416854e+01 4.834266e+02
3.712500e+02 -2.236158e+01 4.834266e+02
3.717500e+02 -6.055462e+01 4.834266e+02
3.722500e+02 -9.674766e+01 4.834266e+02
3.727500e+02 -7.694069e+01 4.834266e+02
3.732500e+02 8.086627e+01 4.834266e+02
3.737500e+02 1.786732e+02 4.834266e+02
3.742500e+02 1.554802e+02 4.834266e+02
3.747500e+02 -1.171284e+01 4.834266e+02
3.752500e+02 2.109412e+01 4.834266e+02
3.757500e+02 1.901080e+00 4.834266e+02
3.762500e+02 -2.429196e+01 4.834266e+02
3.767500e+02 1.495150e+02 4.834266e+02
3.772500e+02 -4.567803e+01 4.834266e+02
3.777500e+02 5.712893e+01 4.834266e+02
3.782500e+02 4.593589e+01 4.834266e+02
3.787500e+02 -8.525715e+01 4.834266e+02
3.792500e+02 8.354982e+01 4.834266e+02
3.797500e+02 2.023568e+02 4.834266e+02
3.802500e+02 1.791637e+02 4.834266e+02
3.807500e+02 -6.502930e+01 4.834266e+02
3.812500e+02 1.717777e+02 4.834266e+02
3.817500e+02 -1.394154e+02 4.834266e+02
3.822500e+02 8.439159e+01 4.834266e+02
3.827500e+02 4.719855e+01 4.834266e+02
3.832500e+02 -8.899448e+01 4.834266e+02
3.837500e+02 1.958125e+02 4.834266e+02
3.842500e+02 -7.238056e+01 4.834266e+02
3.847500e+02 -3.557360e+01 4.834266e+02
3.852500e+02 -1.527666e+02 4.834266e+02
3.857500e+02 -7.959671e+00 4.834266e+02
3.862500e+02 1.484729e+01 4.834266e+02
3.867500e+02 1.626543e+02 4.834266e+02
3.872500e+02 -3.538784e+00 4.834266e+02
3.877500e+02 -4.731822e+00 4.834266e+02
3.882500e+02 -2.029249e+02 4.834266e+02
3.887500e+02 5.788210e+01 4.834266e+02
3.892500e+02 2.666891e+02 4.834266e+02
3.897500e+02 -3.750397e+01 4.834266e+02
3.902500e+02 7.830299e+01 4.834266e+02
3.907500e+02 -5.189005e+01 4.834266e+02
3.912500e+02 9.891692e+01 4.834266e+02
3.917500e+02 1.007239e+02 4.834266e+02
3.922500e+02 -1.746916e+01 4.834266e+02
3.927500e+02 4.033780e+01 4.834266e+02
3.932500e+02 1.981448e+02 4.834266e+02
3.937500e+02 2.995173e+01 4.834266e+02
3.942500e+02 5.175869e+01 4.834266e+02
3.947500e+02 -1.284343e+02 4.834266e+02
3.952500e+02 7.537261e+01 4.834266e+02
3.957500e+02 -1.698204e+02 4.834266e+02
3.962500e+02 -7.601346e+01 4.834266e+02
3.967500e+02 4.179350e+01 4.834266e+02
3.972500e+02 -1.653995e+02 4.834266e+02
3.977500e+02 1.184074e+02 4.834266e+02
3.982500e+02 1.522144e+02 4.834266e+02
3.987500e+02 -3.697865e+01 4.834266e+02
3.992500e+02 -1.317169e+01 4.834266e+02
3.997500e+02 -1.136472e+01 4.834266e+02
4.002500e+02 5.544224e+01 4.834266e+02
4.007500e+02 1.342492e+02 4.834266e+02
4.012500e+02 3.505616e+01 4.834266e+02
4.017500e+02 -1.151369e+02 4.834266e+02
4.022500e+02 1.496701e+02 4.834266e+02
4.027500e+02 9.647705e+01 4.834266e+02
4.032500e+02 -1.017160e+02 4.834266e+02
4.037500e+02 -1.079090e+02 4.834266e+02
4.042500e+02 -2.110206e+01 4.834266e+02
4.047500e+02 -1.042951e+02 4.834266e+02
4.052500e+02 -1.504881e+02 4.834266e+02
4.057500e+02 -4.968117e+01 4.834266e+02
4.062500e+02 -1.387421e+01 4.834266e+02
4.067500e+02 1.193275e+01 4.834266e+02
4.072500e+02 9.473971e+01 4.834266e+02
4.077500e+02 5.754668e+01 4.834266e+02
4.082500e+02 3.135364e+01 4.834266e+02
4.087500e+02 -1.278394e+02 4.834266e+02
4.092500e+02 8.796756e+01 4.834266e+02
4.097500e+02 5.977452e+01 4.834266e+02
4.102500e+02 -1.244185e+02 4.834266e+02
4.107500e+02 2.038845e+01 4.834266e+02
4.112500e+02 -6.804588e+00 4.834266e+02
4.117500e+02 -1.279976e+02 4.834266e+02
4.122500e+02 -2.219066e+01 4.834266e+02
4.127500e+02 -1.823837e+02 4.834266e+02
4.132500e+02 4.423262e+00 4.834266e+02
4.137500e+02 1.502302e+02 4.834266e+02
4.142500e+02 1.230372e+02 4.834266e+02
4.147500e+02 1.388441e+02 4.834266e+02
4.152500e+02 -9.734889e+01 4.834266e+02
4.157500e+02 -5.541926e+00 4.834266e+02
4.162500e+02 9.126504e+01 4.834266e+02
4.167500e+02 -1.992800e+01 4.834266e+02
4.172500e+02 -1.271210e+02 4.834266e+02
4.177500e+02 1.368592e+01 4.834266e+02
4.182500e+02 -3.450711e+01 4.834266e+02
4.187500e+02 -5.670015e+01 4.834266e+02
4.192500e+02 6.106811e+00 4.834266e+02
4.197500e+02 2.139138e+02 4.834266e+02
4.202500e+02 1.072074e+01 4.834266e+02
4.207500e+02 3.352770e+01 4.834266e+02
4.212500e+02 -9.666534e+01 4.834266e+02
4.217500e+02 -2.858377e+00 4.834266e+02
4.222500e+02 -3.305141e+01 4.834266e+02
4.227500e+02 1.397555e+02 4.834266e+02
4.232500e+02 -2.243749e+01 4.834266e+02
4.237500e+02 7.369473e+00 4.834266e+02
4.242500e+02 -8.782356e+01 4.834266e+02
4.247500e+02 -5.001660e+01 4.834266e+02
4.252500e+02 5.079036e+01 4.834266e+02
4.257500e+02 1.745973e+02 4.834266e+02
4.262500e+02 -1.535957e+02 4.834266e+02
4.267500e+02 2.572112e+02 4.834266e+02
4.272500e+02 1.020182e+02 4.834266e+02
4.277500e+02 9.682517e+01 4.834266e+02
4.282500e+02 -6.936787e+01 4.834266e+02
4.287500e+02 1.354391e+02 4.834266e+02
4.292500e+02 -8.975394e+01 4.834266e+02
4.297500e+02 1.460530e+02 4.834266e+02
4.302500e+02 -6.714002e+01 4.834266e+02
4.307500e+02 -1.033305e+01 4.834266e+02
4.312500e+02 1.264739e+02 4.834266e+02
4.317500e+02 5.228087e+01 4.834266e+02
4.322500e+02 -7.291217e+01 4.834266e+02
4.327500e+02 -7.210520e+01 4.834266e+02
4.332500e+02 2.970176e+01 4.834266e+02
4.337500e+02 3.450872e+01 4.834266e+02
4.342500e+02 6.631568e+01 4.834266e+02
4.347500e+02 1.491226e+02 4.834266e+02
4.352500e+02 -8.907039e+01 4.834266e+02
4.357500e+02 -2.526343e+01 4.834266e+02
4.362500e+02 -4.545647e+01 4.834266e+02
4.367500e+02 2.635050e+01 4.834266e+02
4.372500e+02 -1.538425e+02 4.834266e+02
4.377500e+02 -1.110356e+02 4.834266e+02
4.382500e+02 -1.522862e+01 4.834266e+02
4.387500e+02 -1.064217e+02 4.834266e+02
4.392500e+02 3.638531e+01 4.834266e+02
4.397500e+02 -1.680773e+01 4.834266e+02
4.402500e+02 -5.200077e+01 4.834266e+02
4.407500e+02 -6.319380e+01 4.834266e+02
4.412500e+02 2.126132e+02 4.834266e+02
4.417500e+02 -7.257988e+01 4.834266e+02
4.422500e+02 -1.777292e+01 4.834266e+02
4.427500e+02 -2.289660e+02 4.834266e+02
4.432500e+02 -4.215899e+01 4.834266e+02
4.437500e+02 -1.093520e+02 4.834266e+02
4.442500e+02 -2.454507e+01 4.834266e+02
4.447500e+02 -4.773811e+01 4.834266e+02
4.452500e+02 4.906886e+01 4.834266e+02
4.457500e+02 -2.012418e+01 4.834266e+02
4.462500e+02 -1.703172e+02 4.834266e+02
4.467500e+02 -7.251026e+01 4.834266e+02
4.472500e+02 -9.370329e+01 4.834266e+02
4.477500e+02 3.910367e+01 4.834266e+02
4.482500e+02 -1.730894e+02 4.834266e+02
4.487500e+02 -2.528241e+01 4.834266e+02
4.492500e+02 -7.647544e+01 4.834266e+02
4.497500e+02 1.433152e+01 4.834266e+02
4.502500e+02 -1.198615e+02 4.834266e+02
4.507500e+02 9.454436e-01 4.834266e+02
4.512500e+02 1.275241e+01 4.834266e+02
4.517500e+02 4.955937e+01 4.834266e+02
4.522500e+02 -5.563367e+01 4.834266e+02
4.527500e+02 1.151733e+02 4.834266e+02
4.532500e+02 8.798026e+01 4.834266e+02
4.537500e+02 2.387872e+02 4.834266e+02
4.542500e+02 1.259418e+01 4.834266e+02
4.547500e+02 1.124011e+02 4.834266e+02
4.552500e+02 1.420811e+01 4.834266e+02
4.557500e+02 3.901507e+01 4.834266e+02
4.562500e+02 -2.317797e+01 4.834266e+02
4.567500e+02 -6.837101e+01 4.834266e+02
4.572500e+02 -1.956404e+01 4.834266e+02
4.577500e+02 3.024292e+01 4.834266e+02
4.582500e+02 -7.195012e+01 4.834266e+02
4.587500e+02 -7.214316e+01 4.834266e+02
4.592500e+02 1.166380e+01 4.834266e+02
4.597500e+02 -7.052923e+01 4.834266e+02
4.602500e+02 -8.972227e+01 4.834266e+02
4.607500e+02 1.180847e+02 4.834266e+02
4.612500e+02 6.891655e+00 4.834266e+02
4.617500e+02 8.369862e+01 4.834266e+02
4.622500e+02 1.445056e+02 4.834266e+02
4.627500e+02 1.533125e+02 4.834266e+02
4.632500e+02 3.119504e+00 4.834266e+02
4.637500e+02 5.926467e+00 4.834266e+02
4.642500e+02 -3.626657e+01 4.834266e+02
4.647500e+02 8.354039e+01 4.834266e+02
4.652500e+02 -6.065265e+01 4.834266e+02
4.657500e+02 7.115432e+01 4.834266e+02
4.662500e+02 -8.803872e+01 4.834266e+02
4.667500e+02 1.657682e+02 4.834266e+02
4.672500e+02 -4.942480e+01 4.834266e+02
4.677500e+02 1.973822e+02 4.834266e+02
4.682500e+02 -1.868109e+02 4.834266e+02
4.687500e+02 -1.390039e+02 4.834266e+02
4.692500e+02 -6.419695e+01 4.834266e+02
4.697500e+02 -3.538998e+01 4.834266e+02
4.702500e+02 -2.358302e+01 4.834266e+02
4.707500e+02 1.022394e+01 4.834266e+02
4.712500e+02 3.803090e+01 4.834266e+02
4.717500e+02 -3.316213e+01 4.834266e+02
4.722500e+02 1.064483e+01 4.834266e+02
4.727500e+02 1.454518e+02 4.834266e+02
4.732500e+02 -7.874125e+01 4.834266e+02
4.737500e+02 2.065715e+00 4.834266e+02
4.742500e+02 -7.712732e+01 4.834266e+02
4.747500e+02 -2.732036e+01 4.834266e+02
4.752500e+02 8.848660e+01 4.834266e+02
4.757500e+02 1.692936e+02 4.834266e+02
4.762500e+02 -5.789947e+01 4.834266e+02
4.767500e+02 -9.109251e+01 4.834266e+02
4.772500e+02 -3.828555e+01 4.834266e+02
4.777500e+02 -2.478585e+00 4.834266e+02
4.782500e+02 6.132838e+01 4.834266e+02
4.787500e+02 -1.286466e+01 4.834266e+02
4.792500e+02 1.394230e+01 4.834266e+02
4.797500e+02 -4.025074e+01 4.834266e+02
4.802500e+02 1.845562e+02 4.834266e+02
4.807500e+02 1.783632e+02 4.834266e+02
4.812500e+02 8.317015e+01 4.834266e+02
4.817500e+02 -6.602289e+01 4.834266e+02
4.822500e+02 -1.332159e+02 4.834266e+02
4.827500e+02 1.045910e+02 4.834266e+02
4.832500e+02 -8.460200e+01 4.834266e+02
4.837500e+02 -7.979504e+01 4.834266e+02
4.842500e+02 1.201193e+01 4.834266e+02
4.847500e+02 -9.718111e+01 4.834266e+02
4.852500e+02 -1.263741e+02 4.834266e+02
4.857500e+02 1.334328e+02 4.834266e+02
4.862500e+02 1.832398e+02 4.834266e+02
4.867500e+02 7.004674e+01 4.834266e+02
4.872500e+02 5.585370e+01 4.834266e+02
4.877500e+02 7.660663e+00 4.834266e+02
4.882500e+02 -1.253237e+01 4.834266e+02
4.887500e+02 -1.267254e+02 4.834266e+02
4.892500e+02 1.190816e+02 4.834266e+02
4.897500e+02 1.368885e+02 4.834266e+02
4.902500e+02 6.369548e+01 4.834266e+02
4.907500e+02 4.250244e+01 4.834266e+02
4.912500e+02 3.730940e+01 4.834266e+02
4.917500e+02 1.011636e+01 4.834266e+02
4.922500e+02 -1.180767e+02 4.834266e+02
4.927500e+02 -4.026971e+01 4.834266e+02
4.932500e+02 1.153725e+01 4.834266e+02
4.937500e+02 1.344212e+00 4.834266e+02
4.942500e+02 -4.384883e+01 4.834266e+02
4.947500e+02 -5.504186e+01 4.834266e+02
4.952500e+02 -5.123490e+01 4.834266e+02
4.957500e+02 3.257206e+01 4.834266e+02
4.962500e+02 -1.886210e+02 4.834266e+02
4.967500e+02 8.918599e+01 4.834266e+02
4.972500e+02 -4.700705e+01 4.834266e+02
4.977500e+02 2.799911e+00 4.834266e+02
4.982500e+02 3.360687e+01 4.834266e+02
4.987500e+02 9.441384e+01 4.834266e+02
4.992500e+02 -1.087792e+02 4.834266e+02
4.997500e+02 -1.619722e+02 4.834266e+02
5.002500e+02 -1.361653e+02 4.834266e+02
5.007500e+02 9.664169e+01 4.834266e+02
5.012500e+02 1.734486e+02 4.834266e+02
5.017500e+02 -8.744389e+00 4.834266e+02
5.022500e+02 -2.049374e+02 4.834266e+02
5.027500e+02 8.586954e+01 4.834266e+02
5.032500e+02 -1.323502e+00 4.834266e+02
5.037500e+02 -2.251654e+01 4.834266e+02
5.042500e+02 4.829042e+01 4.834266e+02
5.047500e+02 -2.790261e+01 4.834266e+02
5.052500e+02 -7.609565e+01 4.834266e+02
5.057500e+02 -5.328869e+01 4.834266e+02
5.062500e+02 6.751827e+01 4.834266e+02
5.067500e+02 -6.967476e+01 4.834266e+02
5.072500e+02 -6.786780e+01 4.834266e+02
5.077500e+02 -6.406084e+01 4.834266e+02
5.082500e+02 3.074612e+01 4.834266e+02
5.087500e+02 8.455308e+01 4.834266e+02
5.092500e+02 -3.563995e+01 4.834266e+02
5.097500e+02 -5.183299e+01 4.834266e+02
5.102500e+02 1.797397e+01 4.834266e+02
5.107500e+02 7.578093e+01 4.834266e+02
5.112500e+02 5.058790e+01 4.834266e+02
5.117500e+02 5.939486e+01 4.834266e+02
5.122500e+02 -6.798178e+00 4.834266e+02
5.127500e+02 8.100878e+01 4.834266e+02
5.132500e+02 7.881575e+01 4.834266e+02
5.137500e+02 1.076227e+02 4.834266e+02
5.142500e+02 -1.357033e+01 4.834266e+02
5.147500e+02 1.642366e+02 4.834266e+02
5.152500e+02 5.304360e+01 4.834266e+02
5.157500e+02 3.685056e+01 4.834266e+02
5.162500e+02 -1.173425e+02 4.834266e+02
5.167500e+02 -8.453552e+01 4.834266e+02
5.172500e+02 -1.117286e+02 4.834266e+02
5.177500e+02 -8.921592e+00 4.834266e+02
5.182500e+02 1.928854e+02 4.834266e+02
5.187500e+02 -2.630767e+01 4.834266e+02
5.192500e+02 5.249930e+01 4.834266e+02
5.197500e+02 6.830626e+01 4.834266e+02
5.202500e+02 -5.188678e+01 4.834266e+02
5.207500e+02 1.059202e+02 4.834266e+02
5.212500e+02 -2.427285e+01 4.834266e+02
5.217500e+02 -6.746589e+01 4.834266e+02
5.222500e+02 8.234107e+01 4.834266e+02
5.227500e+02 1.431480e+02 4.834266e+02
5.232500e+02 -7.104500e+01 4.834266e+02
5.237500e+02 -2.023804e+01 4.834266e+02
5.242500e+02 -4.043108e+01 4.834266e+02
5.247500e+02 7.637588e+01 4.834266e+02
5.252500e+02 7.218284e+01 4.834266e+02
5.257500e+02 1.309898e+02 4.834266e+02
5.262500e+02 -2.002032e+02 4.834266e+02
5.267500e+02 -3.239627e+01 4.834266e+02
5.272500e+02 1.241069e+01 4.834266e+02
5.277500e+02 2.221766e+01 4.834266e+02
5.282500e+02 -4.397538e+01 4.834266e+02
5.287500e+02 1.358316e+02 4.834266e+02
5.292500e+02 9.563854e+01 4.834266e+02
5.297500e+02 1.494455e+02 4.834266e+02
5.302500e+02 -6.474753e+01 4.834266e+02
5.307500e+02 2.710594e+02 4.834266e+02
5.312500e+02 -2.231336e+02 4.834266e+02
5.317500e+02 8.667336e+01 4.834266e+02
5.322500e+02 7.348032e+01 4.834266e+02
5.327500e+02 -3.712719e+00 4.834266e+02
5.332500e+02 -2.890576e+01 4.834266e+02
5.337500e+02 -1.098794e+00 4.834266e+02
5.342500e+02 1.147082e+02 4.834266e+02
5.347500e+02 -1.948487e+01 4.834266e+02
5.352500e+02 9.432209e+01 4.834266e+02
5.357500e+02 9.012906e+01 4.834266e+02
5.362500e+02 -2.206398e+01 4.834266e+02
5.367500e+02 3.667430e+02 4.834266e+02
5.372500e+02 1.105499e+02 4.834266e+02
5.377500e+02 2.773569e+02 4.834266e+02
5.382500e+02 1.751639e+02 4.834266e+02
5.387500e+02 9.297083e+01 4.834266e+02
5.392500e+02 -2.522221e+01 4.834266e+02
5.397500e+02 2.958476e+01 4.834266e+02
5.402500e+02 -1.076083e+02 4.834266e+02
5.407500e+02 2.201987e+02 4.834266e+02
5.412500e+02 1.700564e+01 4.834266e+02
5.417500e+02 -1.918740e+01 4.834266e+02
5.422500e+02 -1.423804e+02 4.834266e+02
5.427500e+02 7.142653e+01 4.834266e+02
5.432500e+02 2.323349e+01 4.834266e+02
5.437500e+02 -1.795955e+01 4.834266e+02
5.442500e+02 -1.431526e+02 4.834266e+02
5.447500e+02 -6.345621e+00 4.834266e+02
5.452500e+02 -3.053866e+01 4.834266e+02
