# La4Ni3O10 Ni L3 edge RIXS
# Room temperature
# RIXS resolution ~ 0.4 eV
# Horizontal scattering geometry, theta = 15 degrees, 2theta = 95 degrees
# SEXTANTS beamline, SOLEIL synchrotron
# Energy loss 	 Intensity
-16.815762      1318.75
-16.745630      1237.80
-16.675523      1367.40
-16.605441      1197.90
-16.535383      1523.60
-16.465349      1095.15
-16.395340       953.15
-16.325356      1131.95
-16.255396      1496.55
-16.185461      1732.90
-16.115550       848.95
-16.045664       970.00
-15.975802       877.90
-15.905965      1205.80
-15.836153      1456.70
-15.766365      1416.20
-15.696601      1253.15
-15.626862      1459.00
-15.557148      1698.10
-15.487458      1400.00
-15.417793      1640.10
-15.348152      1627.10
-15.278536      1381.65
-15.208944      1183.30
-15.139377      1863.00
-15.069834      1047.50
-15.000316       786.90
-14.930823       962.35
-14.861354      1105.15
-14.791909      1290.80
-14.722489      1460.25
-14.653094      1931.10
-14.583723      2080.95
-14.514377      1529.40
-14.445055      1343.75
-14.375758      1024.90
-14.306485      1599.90
-14.237237      1308.80
-14.168014      2037.15
-14.098815      2277.65
-14.029640      1309.20
-13.960490       781.00
-13.891365      1326.00
-13.822264      1901.10
-13.753187      1974.75
-13.684136      2092.70
-13.615108      1766.75
-13.546106       848.85
-13.477128       728.45
-13.408174      1052.20
-13.339245      1450.45
-13.270340      1419.40
-13.201460      2120.00
-13.132605      1710.60
-13.063774      1059.40
-12.994968       798.95
-12.926186      1562.00
-12.857428      1645.50
-12.788696      2101.60
-12.719988      2083.45
-12.651304      2508.15
-12.582645      1700.60
-12.514010      1922.75
-12.445400      1958.95
-12.376815      2058.80
-12.308254      1843.65
-12.239717      1952.55
-12.171205      1321.85
-12.102718      2018.45
-12.034255      1980.10
-11.965817      1927.60
-11.897403      1272.10
-11.829014      1735.20
-11.760649      2072.80
-11.692309      1756.25
-11.623994      1224.10
-11.555703      2123.45
-11.487436      1795.90
-11.419194      2050.15
-11.350977      1851.20
-11.282784      1914.00
-11.214616      2013.65
-11.146472      2147.55
-11.078353      1064.55
-11.010258      1977.50
-10.942188      2320.15
-10.874142      2575.05
-10.806121      2344.75
-10.738125      2412.60
-10.670153      2110.05
-10.602206      1712.80
-10.534283      1849.70
-10.466384      2305.60
-10.398510      2484.25
-10.330661      1685.50
-10.262836      1853.25
-10.195036      2330.40
-10.127261      2567.25
-10.059510      2552.90
-9.991783       2534.80
-9.924081       2615.65
-9.856404       2667.65
-9.788751       1876.85
-9.721122       2053.60
-9.653518       2341.20
-9.585939       2098.75
-9.518384       2267.60
-9.450854       2159.75
-9.383348       2350.80
-9.315867       3023.35
-9.248411       2694.10
-9.180979       2078.30
-9.113571       1142.55
-9.046188       1719.05
-8.978830       2279.85
-8.911496       2101.65
-8.844186       2298.30
-8.776902       1398.85
-8.709641       1536.35
-8.642406       2552.80
-8.575194       2169.40
-8.508008       2101.80
-8.440846       2431.80
-8.373708       2506.75
-8.306595       1924.85
-8.239507       2175.35
-8.172443       1948.35
-8.105403       2456.00
-8.038388       2730.00
-7.971398       2480.90
-7.904432       2213.35
-7.837491       1850.70
-7.770574       1712.35
-7.703682       1374.20
-7.636815       2296.10
-7.569971       2631.80
-7.503153       1875.95
-7.436359       1384.20
-7.369590        988.50
-7.302845       2012.80
-7.236124       2354.80
-7.169428       2266.70
-7.102757       2419.45
-7.036110       2457.05
-6.969488       2940.05
-6.902891       2706.55
-6.836317       2264.35
-6.769769       2179.75
-6.703245       2484.05
-6.636745       2905.55
-6.570270       3034.00
-6.503820       2885.45
-6.437394       2546.05
-6.370993       3048.15
-6.304616       2809.25
-6.238264       2990.00
-6.171936       3001.00
-6.105633       3286.55
-6.039354       3161.90
-5.973100       2517.15
-5.906871       2515.20
-5.840666       2777.20
-5.774485       1967.05
-5.708329       2631.80
-5.642198       2766.15
-5.576091       2367.25
-5.510009       2153.60
-5.443951       3000.15
-5.377918       2741.55
-5.311909       2691.40
-5.245925       2867.70
-5.179966       3589.90
-5.114030       3287.15
-5.048120       2349.25
-4.982234       2649.15
-4.916373       2584.20
-4.850536       2774.85
-4.784723       2408.70
-4.718936       2151.45
-4.653172       2364.35
-4.587434       3045.75
-4.521719       2724.75
-4.456030       2003.35
-4.390365       2332.25
-4.324724       2918.00
-4.259108       2824.65
-4.193517       2611.65
-4.127950       2962.90
-4.062407       3105.25
-3.996890       2492.50
-3.931396       1923.45
-3.865928       2349.00
-3.800483       2798.65
-3.735064       2427.15
-3.669669       3219.75
-3.604298       2474.20
-3.538952       1759.35
-3.473630       1689.05
-3.408333       2819.00
-3.343061       3480.20
-3.277813       3349.25
-3.212590       2655.20
-3.147391       3305.45
-3.082217       3377.60
-3.017067       2358.10
-2.951942       2295.95
-2.886841       2803.45
-2.821765       3199.65
-2.756713       3675.95
-2.691686       2569.50
-2.626684       2677.90
-2.561706       2476.00
-2.496753       3236.75
-2.431824       3513.15
-2.366920       2843.20
-2.302040       2690.35
-2.237185       3895.55
-2.172354       3925.90
-2.107548       3618.90
-2.042766       3486.70
-1.978009       4413.75
-1.913277       3901.00
-1.848569       4185.85
-1.783885       3966.05
-1.719226       3725.95
-1.654592       3395.10
-1.589982       3921.05
-1.525397       3157.70
-1.460836       3041.75
-1.396300       2606.25
-1.331788       3030.85
-1.267301       4186.10
-1.202839       4624.75
-1.138401       4269.45
-1.073987       4372.10
-1.009598       4530.45
-0.945234       4786.50
-0.880894       4969.95
-0.816579       6094.05
-0.752288       7485.35
-0.688022       7286.00
-0.623780       7483.20
-0.559563       8691.70
-0.495370      11906.60
-0.431202      15719.80
-0.367059      19775.90
-0.302940      28733.20
-0.238845      44224.45
-0.174775      65302.55
-0.110730      85938.25
-0.046709      99232.75
 0.017287     106806.90
 0.081259      96098.30
 0.145206      74186.85
 0.209129      51947.15
 0.273027      37151.40
 0.336901      27831.05
 0.400750      23251.45
 0.464574      22392.20
 0.528374      25488.30
 0.592149      29266.40
 0.655900      35159.85
 0.719627      41540.25
 0.783328      51668.45
 0.847006      62312.45
 0.910658      72678.45
 0.974286      82821.25
 1.037890      91884.55
 1.101469      99813.50
 1.165024     107362.75
 1.228554     112300.95
 1.292059     116307.05
 1.355540     117714.35
 1.418996     117378.95
 1.482428     119393.00
 1.545836     123169.15
 1.609218     126207.25
 1.672576     128535.20
 1.735910     132706.75
 1.799219     139845.40
 1.862504     146791.35
 1.925764     150671.90
 1.988999     151950.40
 2.052210     157068.20
 2.115397     162178.85
 2.178559     163704.55
 2.241696     164524.15
 2.304809     160205.70
 2.367897     162593.30
 2.430961     165075.35
 2.494000     163712.60
 2.557015     165604.10
 2.620005     167410.75
 2.682970     168380.25
 2.745911     170610.85
 2.808828     169544.25
 2.871720     176995.20
 2.934587     181649.25
 2.997430     185024.25
 3.060248     188075.30
 3.123042     195125.85
 3.185811     200330.40
 3.248556     202390.05
 3.311276     204214.45
 3.373971     208427.40
 3.436642     214990.25
 3.499289     225081.70
 3.561911     231325.70
 3.624508     236203.80
 3.687081     241636.85
 3.749630     241657.85
 3.812153     247393.30
 3.874653     246822.65
 3.937127     243403.05
 3.999578     240700.75
 4.062003     237122.20
 4.124404     236191.35
 4.186781     234136.35
 4.249133     228015.70
 4.311460     228402.75
 4.373763     226959.70
 4.436042     220588.95
 4.498295     213815.60
 4.560525     209168.95
 4.622729     205537.20
 4.684910     201798.75
 4.747065     197164.15
 4.809197     189455.65
 4.871303     186273.60
 4.933385     187795.90
 4.995443     181607.70
 5.057476     179687.20
 5.119484     173652.75
 5.181468     172301.30
 5.243427     167248.95
 5.305362     167943.95
 5.367272     165909.15
 5.429158     160818.00
 5.491019     158648.50
 5.552856     154604.10
 5.614668     149291.40
 5.676456     146576.65
 5.738219     144401.20
 5.799957     143103.80
 5.861671     140539.60
 5.923360     138742.20
 5.985025     134501.45
 6.046666     129493.05
 6.108281     128934.00
 6.169873     123169.00
 6.231439     121591.75
 6.292981     123440.90
 6.354499     120319.35
 6.415992     117456.00
 6.477461     113565.80
 6.538905     109785.80
 6.600324     106346.90
 6.661719     104787.30
 6.723089     103047.00
 6.784435     102033.75
 6.845756      99526.05
 6.907053      93907.65
 6.968325      91028.85
 7.029573      93135.25
 7.090796      91510.70
 7.151995      88780.75
 7.213169      85480.10
 7.274318      86406.75
 7.335443      86670.35
 7.396544      85036.40
 7.457619      80053.55
 7.518671      77733.25
 7.579698      74316.20
 7.640700      72807.10
 7.701677      72246.40
 7.762631      74165.30
 7.823559      69927.25
 7.884463      66242.00
 7.945343      66436.60
 8.006198      65195.40
 8.067028      64803.20
 8.127834      61047.35
 8.188616      60806.00
 8.249372      58412.20
 8.310105      58381.00
 8.370812      56631.75
 8.431496      56615.50
 8.492154      55629.45
 8.552788      54511.75
 8.613398      53015.40
 8.673983      48256.05
 8.734543      45851.60
 8.795079      48195.30
 8.855591      49280.85
 8.916078      48954.85
 8.976540      45255.00
 9.036978      46421.35
 9.097391      45584.35
 9.157780      43158.10
 9.218144      41004.35
 9.278484      39893.50
 9.338799      40044.15
 9.399089      39608.20
 9.459355      39787.90
 9.519597      41469.60
 9.579814      39587.75
 9.640006      36139.15
 9.700174      35767.15
 9.760317      36071.60
 9.820436      35472.70
 9.880530      35969.40
 9.940600      36372.00
 10.000645     35882.40
 10.060665     34275.95
 10.120661     33283.55
 10.180633     31457.60
 10.240580     32968.10
 10.300502     32396.40
 10.360400     30486.10
 10.420274     31520.75
 10.480122     30878.90
 10.539947     30836.85
 10.599746     28834.00
 10.659522     28833.95
 10.719272     29110.90
 10.778998     27505.55
 10.838700     27361.95
 10.898377     27559.25
 10.958029     27274.70
 11.017657     27003.30
 11.077261     28255.90
 11.136839     28357.45
 11.196394     26279.95
 11.255923     25793.25
 11.315429     25489.30
 11.374909     24844.40
 11.434366     24849.35
 11.493797     24849.40
 11.553204     25170.50
 11.612587     24519.50
 11.671945     23540.75
 11.731278     24729.95
 11.790587     24616.85
 11.849871     23402.90
 11.909131     22983.10
 11.968366     23229.75
 12.027577     22500.10
 12.086763     21602.20
 12.145925     21088.55
 12.205062     22363.30
 12.264175     21131.50
 12.323263     20244.25
 12.382326     22480.45
 12.441365     21852.90
 12.500379     20783.10
 12.559369     20283.60
 12.618335     19998.95
 12.677275     19639.10
 12.736192     21429.70
 12.795083     20452.80
 12.853950     19693.75
 12.912793     19646.35
 12.971611     19582.60
 13.030405     19274.25
 13.089174     19802.00
 13.147918     19263.05
 13.206638     18876.60
 13.265333     18804.80
 13.324004     20510.65
 13.382650     20454.90
 13.441272     19252.65
 13.499869     18688.80
 13.558442     19560.55
 13.616990     19666.60
 13.675514     19255.65
 13.734013     19193.55
 13.792487     18877.95
 13.850937     20717.60
 13.909362     19787.35
 13.967763     17745.85
 14.026140     17654.45
 14.084491     19365.25
 14.142819     19769.00
 14.201121     19297.00
 14.259399     18561.40
 14.317653     20328.40
 14.375882     21420.55
 14.434087     20399.05
 14.492267     20780.85
 14.550422     20214.90
 14.608553     18556.40
 14.666659     18922.35
 14.724741     18633.50
 14.782799     19393.70
 14.840831     19200.50
 14.898839     18690.20
 14.956823     19566.05
 15.014782     20203.25
 15.072717     21517.75
 15.130627     20975.55
 15.188512     20495.85
 15.246373     20380.45
 15.304210     20872.80
 15.362022     20710.45
 15.419809     21149.25
 15.477572     21890.30
 15.535310     21714.45
 15.593024     20775.95
 15.650713     22002.45
 15.708377     23587.80
 15.766017     24202.75
 15.823633     22852.70
 15.881224     24598.10
 15.938790     24689.50
 15.996332     25022.25
 16.053850     24914.75
 16.111343     23221.60
 16.168811     23353.45
 16.226255     23910.30
 16.283674     26212.60
 16.341069     26656.05
 16.398439     24166.15
 16.455784     24366.55
 16.513105     24455.85
 16.570402     25656.25
 16.627674     26597.30
 16.684921     26649.35
 16.742144     27208.85
 16.799342     29344.35
 16.856516     30578.90
 16.913665     30694.55
 16.970790     30542.20
 17.027890     31068.65
 17.084966     33200.35
 17.142017     36088.05
 17.199044     35300.30
 17.256046     36352.90
 17.313023     36760.60
 17.369976     37166.55
 17.426904     39976.15
 17.483808     41529.65
 17.540687     41461.15
 17.597542     42490.40
 17.654372     43839.25
 17.711178     46005.25
 17.767959     47743.65
 17.824716     48003.50
 17.881448     48999.65
 17.938155     50648.60
 17.994838     52506.20
 18.051497     53408.55
 18.108131     53234.75
 18.164740     54020.85
 18.221325     57535.85
 18.277885     58386.20
 18.334421     61293.05
 18.390932     64002.25
 18.447419     65292.25
 18.503881     67467.45
 18.560318     70131.85
 18.616731     71178.80
 18.673120     74397.95
 18.729484     81725.00
 18.785823     84136.35
 18.842138     85608.75
 18.898428     86761.35
 18.954694     93157.30
 19.010935     96299.90
 19.067152     97246.40
 19.123344    101662.35
 19.179512    105630.80
 19.235655    108980.15
 19.291773    112406.45
 19.347867    117369.10
 19.403937    125021.10
 19.459982    133464.90
 19.516002    138537.90
 19.571998    142830.30
 19.627969    149628.50
 19.683916    159713.70
 19.739838    168617.95
 19.795736    176091.95
 19.851609    183504.75
 19.907457    196973.85
 19.963281    209671.95
 20.019081    218193.80
 20.074856    232236.15
 20.130606    248340.70
 20.186332    260509.00
 20.242033    272414.75
 20.297710    281546.25
 20.353362    297363.05
 20.408990    313425.75
 20.464593    329339.60
 20.520172    347994.30
 20.575726    361420.30
 20.631255    377633.50
 20.686760    385394.50
 20.742241    389003.60
 20.797697    398203.45
 20.853128    406497.30
 20.908535    405416.75
 20.963917    399488.10
 21.019275    389833.40
 21.074608    377490.00
 21.129917    359867.15
 21.185201    342248.10
 21.240460    318881.05
 21.295695    297869.05
 21.350906    277179.60
 21.406092    253178.85
 21.461253    231874.65
 21.516390    214349.15
 21.571502    197986.85
 21.626590    183561.00
 21.681653    172288.85
 21.736692    159474.50
 21.791706    151685.60
 21.846696    140315.55
 21.901661    128165.60
 21.956602    121660.00
 22.011518    116079.05
 22.066409    108839.85
 22.121276    103589.50
 22.176118     97588.45
 22.230936     96204.05
 22.285729     91672.25
 22.340498     87138.70
 22.395242     84249.20
 22.449962     85324.15
 22.504657     85150.75
 22.559328     80927.30
 22.613974     83024.05
 22.668595     83614.65
 22.723192     83586.50
 22.777765     82373.35
 22.832313     84272.45
 22.886836     89158.20
 22.941335     89263.30
 22.995809     91034.70
 23.050259     94420.95
 23.104684     99108.20
 23.159084    101704.75
 23.213461    103208.40
 23.267812    106142.35
 23.322139    112010.90
 23.376442    111999.55
 23.430719    115354.35
 23.484973    119964.15
 23.539202    119608.10
 23.593406    122786.60
 23.647586    127731.80
 23.701741    127856.00
 23.755872    126014.35
 23.809978    126405.45
 23.864059    125324.90
 23.918116    127335.60
 23.972149    131189.00
 24.026157    134075.60
 24.080140    139557.25
 24.134099    136412.75
 24.188033    134393.60
 24.241943    136086.50
 24.295829    136311.90
 24.349689    133172.95
 24.403525    130031.40
 24.457337    131404.25
 24.511124    135313.10
 24.564887    132331.35
 24.618625    127959.10
 24.672338    126215.20
 24.726027    129368.05
 24.779692    127499.95
 24.833331    124552.30
 24.886947    123327.50
 24.940537    118835.95
 24.994104    117575.65
 25.047645    115009.50
 25.101162    113110.90
 25.154655    113040.20
 25.208123    112359.20
 25.261567    113197.45
 25.314986    110892.80
 25.368380    108232.70
 25.421750    104157.90
 25.475095    103193.15
 25.528416    103053.85
 25.581712    100311.85
 25.634984     96996.95
 25.688231     96372.95
 25.741454     96651.30
 25.794652     91923.90
 25.847826     87562.05
 25.900975     86977.45
 25.954099     85575.90
 26.007199     83544.65
 26.060274     80105.40
 26.113325     79694.95
 26.166352     76154.45
 26.219353     75219.95
 26.272331     75548.55
 26.325283     74364.60
 26.378211     73243.25
 26.431115     72427.00
 26.483994     71211.00
 26.536849     69319.75
 26.589679     68337.20
 26.642484     66785.65
 26.695265     65716.85
 26.748021     64651.70
 26.800753     62234.25
 26.853460     62083.75
 26.906143     61669.95
 26.958801     59775.50
 27.011435     56994.25
 27.064044     55660.25
 27.116629     54822.30
 27.169189     55609.85
 27.221724     54210.35
 27.274235     53493.75
 27.326722     51438.35
 27.379183     50236.30
 27.431621     52550.30
 27.484034     50228.15
 27.536422     49979.55
 27.588785     48371.50
 27.641125     48238.15
 27.693439     46897.10
 27.745729     46003.25
 27.797995     45591.70
 27.850236     43145.95
 27.902452     42186.75
 27.954644     43776.65
 28.006812     43377.80
 28.058954     41888.70
 28.111073     39841.90
 28.163166     39497.80
 28.215236     41159.90
 28.267280     40910.20
 28.319300     41165.90
 28.371296     40778.20
 28.423267     39815.75
 28.475214     38070.00
 28.527136     38429.60
 28.579033     36844.55
 28.630906     36712.80
 28.682754     37345.75
 28.734578     35139.80
 28.786377     34996.55
 28.838152     35698.60
 28.889902     34527.70
 28.941628     34102.55
 28.993329     33585.40
 29.045005     33462.75
 29.096657     32658.60
 29.148285     32733.35
 29.199888     31940.30
 29.251466     31074.10
 29.303020     30271.00
 29.354549     30967.60
 29.406054     30129.95
 29.457534     28835.70
 29.508990     29829.55
 29.560421     30580.00
 29.611828     28550.35
 29.663210     27289.25
 29.714567     26591.30
 29.765900     26695.35
 29.817208     27768.20
 29.868492     28829.40
 29.919752     25956.45
 29.970986     24475.20
 30.022197     25626.80
 30.073382     26474.95
 30.124544     26237.45
 30.175680     27768.55
 30.226792     25498.80
 30.277880     24294.95
 30.328943     23594.00
 30.379981     22120.15
 30.430995     20922.35
 30.481985     22790.15
 30.532950     22815.85
 30.583890     22762.90
 30.634806     23069.85
 30.685697     20349.25
 30.736564     20283.80
 30.787406     20558.50
 30.838223     20288.85
 30.889016     19276.30
 30.939785     19542.50
 30.990529     19526.60
 31.041248     19062.60
 31.091943     18882.95
 31.142613     17630.60
 31.193259     17416.50
 31.243881     18518.15
 31.294477     18465.70
 31.345049     18139.10
 31.395597     18010.70
 31.446120     17492.70
 31.496619     17856.95
 31.547093     17717.25
 31.597542     18426.40
 31.647967     18357.40
 31.698368     17192.85
 31.748743     17144.35
 31.799095     16080.90
 31.849422     16107.20
 31.899724     16070.95
 31.950001     17683.60
 32.000255     17953.95
 32.050483     17446.95
 32.100687     16922.25
 32.150867     15958.35
 32.201022     16183.05
 32.251152     16064.45
 32.301258     15292.65
 32.351339     13770.85
 32.401396     14345.60
 32.451429     14941.75
 32.501436     16045.40
 32.551419     16503.40
 32.601378     15209.10
 32.651312     15014.55
 32.701222     13787.85
 32.751107     14375.75
 32.800967     14606.65
 32.850803     14288.55
 32.900615     14118.20
 32.950402     14396.80
 33.000164     15104.60
 33.049902     15927.65
 33.099615     15916.10
 33.149304     15064.70
 33.198968     15816.30
 33.248607     13962.60
 33.298222     13380.95
 33.347813     14444.90
 33.397379     14171.65
 33.446920     14113.50
 33.496437     14523.35
 33.545930     15313.15
 33.595397     15857.65
 33.644841     15772.30
 33.694259     14923.60
 33.743654     13655.10
 33.793023     14625.05
 33.842368     13688.25
 33.891689     13690.85
 33.940985     13072.20
 33.990257     14495.85
 34.039504     16205.45
 34.088726     16111.35
 34.137924     15244.80
 34.187097     15704.30
 34.236246     15017.60
 34.285370     14429.35
 34.334470     13966.90
 34.383545     13996.50
 34.432596     14440.15
 34.481622     13885.70
