# La4Ni3O10 O K edge XAS
# Room temperature
# Horizontal scattering geometry, theta = 15 degrees, 2theta = 95 degrees
# SEXTANTS beamline, SOLEIL synchrotron
# Energy 	 TEY 	 TFY
5.50751e+02 8.22006e-01 8.49214e-01
5.50949e+02 8.20739e-01 8.51959e-01
5.51147e+02 8.23542e-01 8.54358e-01
5.51349e+02 8.25194e-01 8.59920e-01
5.51551e+02 8.30090e-01 8.70050e-01
5.51752e+02 8.36816e-01 8.77272e-01
5.51945e+02 8.41272e-01 8.85009e-01
5.52146e+02 8.48271e-01 8.97077e-01
5.52347e+02 8.55701e-01 9.07085e-01
5.52548e+02 8.63099e-01 9.15023e-01
5.52744e+02 8.70341e-01 9.24466e-01
5.52946e+02 8.79973e-01 9.34719e-01
5.53145e+02 8.87314e-01 9.45815e-01
5.53343e+02 8.96179e-01 9.54265e-01
5.53545e+02 9.04474e-01 9.61044e-01
5.53758e+02 9.09828e-01 9.65706e-01
5.53942e+02 9.16405e-01 9.73051e-01
5.54146e+02 9.20240e-01 9.74629e-01
5.54350e+02 9.23923e-01 9.79671e-01
5.54540e+02 9.30302e-01 9.81439e-01
5.54741e+02 9.32478e-01 9.85860e-01
5.54944e+02 9.39699e-01 9.89064e-01
5.55149e+02 9.44668e-01 9.90932e-01
5.55343e+02 9.45919e-01 9.93744e-01
5.55548e+02 9.50798e-01 9.95984e-01
5.55749e+02 9.53013e-01 9.96121e-01
5.55953e+02 9.54963e-01 9.98095e-01
5.56148e+02 9.57728e-01 1.00260e+00
5.56346e+02 9.64998e-01 1.00466e+00
5.56539e+02 9.62226e-01 1.00303e+00
5.56747e+02 9.71070e-01 1.00258e+00
5.56940e+02 9.73108e-01 1.01212e+00
5.57145e+02 9.74489e-01 1.01269e+00
5.57348e+02 9.80615e-01 1.01097e+00
5.57550e+02 9.84195e-01 1.01316e+00
5.57748e+02 9.87187e-01 1.01590e+00
5.57938e+02 9.92993e-01 1.02069e+00
5.58144e+02 9.98368e-01 1.02778e+00
5.58343e+02 1.00557e+00 1.03033e+00
5.58549e+02 1.01273e+00 1.03922e+00
5.58736e+02 1.01757e+00 1.04292e+00
5.58946e+02 1.02355e+00 1.04681e+00
5.59148e+02 1.03067e+00 1.05704e+00
5.59336e+02 1.03736e+00 1.06041e+00
5.59534e+02 1.05601e+00 1.07240e+00
5.59743e+02 1.06207e+00 1.08078e+00
5.59942e+02 1.06777e+00 1.08608e+00
